ID;Rules in Qradar;log source;enabled;created;modified;category;criticality;Rule;BB;BB2;BB3;BB4;BB5;SYSMON
295;SOC_Export_Placeholder_281_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100281_common:SOC_Export_Placeholder_281_Windows;;;;;;no
296;SOC_Export_Placeholder_282_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100282_common:SOC_Export_Placeholder_282_Windows;;;;;;no
297;SOC_Export_Placeholder_283_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100283_common:SOC_Export_Placeholder_283_Windows;;;;;;no
298;SOC_Export_Placeholder_284_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100284_common:SOC_Export_Placeholder_284_Windows;;;;;;no
299;SOC_Export_Placeholder_285_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100285_common:SOC_Export_Placeholder_285_Windows;;;;;;no
300;SOC_Export_Placeholder_286_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100286_common:SOC_Export_Placeholder_286_Windows;;;;;;no
301;SOC_Export_Placeholder_287_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100287_common:SOC_Export_Placeholder_287_Windows;;;;;;no
302;SOC_Export_Placeholder_288_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100288_common:SOC_Export_Placeholder_288_Windows;;;;;;no
303;SOC_Export_Placeholder_289_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100289_common:SOC_Export_Placeholder_289_Windows;;;;;;no
304;SOC_Export_Placeholder_290_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100290_common:SOC_Export_Placeholder_290_Windows;;;;;;no
305;SOC_Export_Placeholder_291_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100291_common:SOC_Export_Placeholder_291_Windows;;;;;;no
306;SOC_Export_Placeholder_292_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100292_common:SOC_Export_Placeholder_292_Windows;;;;;;no
307;SOC_Export_Placeholder_293_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100293_common:SOC_Export_Placeholder_293_Windows;;;;;;no
308;SOC_Export_Placeholder_294_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100294_common:SOC_Export_Placeholder_294_Windows;;;;;;no
309;SOC_Export_Placeholder_295_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100295_common:SOC_Export_Placeholder_295_Windows;;;;;;no
310;SOC_Export_Placeholder_296_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100296_common:SOC_Export_Placeholder_296_Windows;;;;;;no
311;SOC_Export_Placeholder_297_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100297_common:SOC_Export_Placeholder_297_Windows;;;;;;no
312;SOC_Export_Placeholder_298_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100298_common:SOC_Export_Placeholder_298_Windows;;;;;;no
313;SOC_Export_Placeholder_299_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100299_common:SOC_Export_Placeholder_299_Windows;;;;;;no
314;SOC_Export_Placeholder_300_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100300_common:SOC_Export_Placeholder_300_Windows;;;;;;no
315;SOC_Export_Placeholder_301_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100301_common:SOC_Export_Placeholder_301_Windows;;;;;;no
316;SOC_Export_Placeholder_302_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100302_common:SOC_Export_Placeholder_302_Windows;;;;;;no
317;SOC_Export_Placeholder_303_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100303_common:SOC_Export_Placeholder_303_Windows;;;;;;no
318;SOC_Export_Placeholder_304_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100304_common:SOC_Export_Placeholder_304_Windows;;;;;;no
319;SOC_Export_Placeholder_305_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100305_common:SOC_Export_Placeholder_305_Windows;;;;;;no
320;SOC_Export_Placeholder_306_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100306_common:SOC_Export_Placeholder_306_Windows;;;;;;no
321;SOC_Export_Placeholder_307_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100307_common:SOC_Export_Placeholder_307_Windows;;;;;;no
322;SOC_Export_Placeholder_308_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100308_common:SOC_Export_Placeholder_308_Windows;;;;;;no
323;SOC_Export_Placeholder_309_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100309_common:SOC_Export_Placeholder_309_Windows;;;;;;no
324;SOC_Export_Placeholder_310_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100310_common:SOC_Export_Placeholder_310_Windows;;;;;;no
325;SOC_Export_Placeholder_311_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100311_common:SOC_Export_Placeholder_311_Windows;;;;;;no
326;SOC_Export_Placeholder_312_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100312_common:SOC_Export_Placeholder_312_Windows;;;;;;no
327;SOC_Export_Placeholder_313_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100313_common:SOC_Export_Placeholder_313_Windows;;;;;;no
328;SOC_Export_Placeholder_314_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100314_common:SOC_Export_Placeholder_314_Windows;;;;;;no
329;SOC_Export_Placeholder_315_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100315_common:SOC_Export_Placeholder_315_Windows;;;;;;no
330;SOC_Export_Placeholder_316_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100316_common:SOC_Export_Placeholder_316_Windows;;;;;;no
331;SOC_Export_Placeholder_317_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100317_common:SOC_Export_Placeholder_317_Windows;;;;;;no
332;SOC_Export_Placeholder_318_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100318_common:SOC_Export_Placeholder_318_Windows;;;;;;no
333;SOC_Export_Placeholder_319_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100319_common:SOC_Export_Placeholder_319_Windows;;;;;;no
334;SOC_Export_Placeholder_320_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100320_common:SOC_Export_Placeholder_320_Windows;;;;;;no
335;SOC_Export_Placeholder_321_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100321_common:SOC_Export_Placeholder_321_Windows;;;;;;no
336;SOC_Export_Placeholder_322_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100322_common:SOC_Export_Placeholder_322_Windows;;;;;;no
337;SOC_Export_Placeholder_323_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100323_common:SOC_Export_Placeholder_323_Windows;;;;;;no
338;SOC_Export_Placeholder_324_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100324_common:SOC_Export_Placeholder_324_Windows;;;;;;no
339;SOC_Export_Placeholder_325_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100325_common:SOC_Export_Placeholder_325_Windows;;;;;;no
340;SOC_Export_Placeholder_326_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100326_common:SOC_Export_Placeholder_326_Windows;;;;;;no
341;SOC_Export_Placeholder_327_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100327_common:SOC_Export_Placeholder_327_Windows;;;;;;no
342;SOC_Export_Placeholder_328_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100328_common:SOC_Export_Placeholder_328_Windows;;;;;;no
343;SOC_Export_Placeholder_329_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100329_common:SOC_Export_Placeholder_329_Windows;;;;;;no
344;SOC_Export_Placeholder_330_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100330_common:SOC_Export_Placeholder_330_Windows;;;;;;no
345;SOC_Export_Placeholder_331_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100331_common:SOC_Export_Placeholder_331_Windows;;;;;;no
346;SOC_Export_Placeholder_332_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100332_common:SOC_Export_Placeholder_332_Windows;;;;;;no
